ts_code,display_name,tushare_name,fullname,market,publisher,index_type,category,list_date,exp_date,observation_start_date,first_data_trade_date_all,continuity_start_floor,first_data_trade_date_for_continuity,last_data_trade_date,as_of_trade_date,observed_trade_days,expected_trade_days,missing_trade_days,first_missing_trade_date,last_missing_trade_date
399364.SZ,消费100,消费100,国证消费100指数,SZSE,深圳证券交易所,,主题指数,2009-08-03,,2000-01-01,2009-08-03,2009-08-03,2009-08-03,2026-05-22,2026-05-22,4079,4079,0,,
000048.SH,责任指数,责任指数,上证社会责任指数,SSE,中证指数有限公司,,主题指数,2009-08-05,,2000-01-01,2009-07-01,2009-08-05,2009-08-05,2026-05-22,2026-05-22,4077,4077,0,,
000049.SH,上证民企,上证民企,上证民营企业50指数,SSE,中证指数有限公司,,主题指数,2009-08-25,,2000-01-01,2009-08-25,2009-08-25,2009-08-25,2026-05-22,2026-05-22,4063,4063,0,,
000941.CSI,新能源,新能源,中证内地新能源主题指数,CSI,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2009-01-05,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000941.SH,新能源(SH),新能源(SH),中证内地新能源主题指数,SSE,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2009-01-05,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000942.CSI,内地消费,内地消费,中证内地消费主题指数,CSI,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000942.SH,内地消费(SH),内地消费(SH),中证内地消费主题指数,SSE,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000945.CSI,内地运输,内地运输,中证内地运输主题指数,CSI,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000945.SH,内地运输(SH),内地运输(SH),中证内地运输主题指数,SSE,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000948.CSI,内地地产,内地地产,中证内地地产主题指数,CSI,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000948.SH,内地地产(SH),内地地产(SH),中证内地地产主题指数,SSE,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000949.CSI,中证农业,中证农业,中证农业主题指数,CSI,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
000949.SH,中证农业(SH),中证农业(SH),中证农业主题指数,SSE,中证指数有限公司,,主题指数,2009-10-28,,2000-01-01,2005-01-04,2009-10-28,2009-10-28,2026-05-22,2026-05-22,4023,4023,0,,
399007.SZ,深证300,深证300,深证300指数,SZSE,深圳证券交易所,,规模指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399344.SZ,深证300R,深证300R,深证300全收益指数,SZSE,深圳证券交易所,,规模指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399346.SZ,深证成长,深证成长,深证300成长指数,SZSE,深圳证券交易所,,风格指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399348.SZ,深证价值,深证价值,深证300价值指数,SZSE,深圳证券交易所,,风格指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399365.SZ,国证粮食,国证粮食,国证粮食产业指数,SZSE,深圳证券交易所,,主题指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399366.SZ,能源金属,能源金属,国证能源金属指数,SZSE,深圳证券交易所,,主题指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399367.SZ,1000地产,1000地产,国证1000房地产行业指数,SZSE,深圳证券交易所,,一级行业指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399368.SZ,国证军工,国证军工,国证航天军工指数,SZSE,深圳证券交易所,,主题指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
399369.SZ,国证责任,国证责任,国证责任指数,SZSE,深圳证券交易所,,主题指数,2009-11-04,,2000-01-01,2009-11-04,2009-11-04,2009-11-04,2026-05-22,2026-05-22,4018,4018,0,,
000054.SH,上证海外,上证海外,上证海外上市A股指数,SSE,中证指数有限公司,,主题指数,2010-01-04,,2000-01-01,2007-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000055.SH,上证地企,上证地企,上证地方国有企业50指数,SSE,中证指数有限公司,,主题指数,2010-01-04,,2000-01-01,2009-07-01,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000056.SH,上证国企,上证国企,上证国有企业100指数,SSE,中证指数有限公司,,主题指数,2010-01-04,,2000-01-01,2009-07-01,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000057.SH,全指成长,全指成长,上证全指成长指数,SSE,中证指数有限公司,,风格指数,2010-01-04,,2000-01-01,2005-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000058.SH,全指价值,全指价值,上证全指价值指数,SSE,中证指数有限公司,,风格指数,2010-01-04,,2000-01-01,2005-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000059.SH,全R成长,全R成长,上证全指相对成长指数,SSE,中证指数有限公司,,风格指数,2010-01-04,,2000-01-01,2005-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000060.SH,全R价值,全R价值,上证全指相对价值指数,SSE,中证指数有限公司,,风格指数,2010-01-04,,2000-01-01,2005-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000062.SH,上证沪企,上证沪企,上证沪企指数,SSE,中证指数有限公司,,主题指数,2010-01-04,,2000-01-01,2006-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399370.SZ,国证成长,国证成长,国证成长指数,SZSE,深圳证券交易所,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399371.SZ,国证价值,国证价值,国证价值指数,SZSE,深圳证券交易所,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399372.SZ,大盘成长,大盘成长,国证大盘成长指数,SZSE,深圳证券交易所,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399373.SZ,大盘价值,大盘价值,国证大盘价值指数,SZSE,深圳证券交易所,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399374.SZ,中盘成长,中盘成长,巨潮中盘成长,SZSE,巨潮公司,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399375.SZ,中盘价值,中盘价值,巨潮中盘价值,SZSE,巨潮公司,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399376.SZ,小盘成长,小盘成长,巨潮小盘成长,SZSE,巨潮公司,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
399377.SZ,小盘价值,小盘价值,巨潮小盘价值,SZSE,巨潮公司,,风格指数,2010-01-04,,2000-01-01,2010-01-04,2010-01-04,2010-01-04,2026-05-22,2026-05-22,3976,3976,0,,
000063.SH,上证周期,上证周期,上证周期行业50指数,SSE,中证指数有限公司,,主题指数,2010-02-03,,2000-01-01,2005-01-04,2010-02-03,2010-02-03,2026-05-22,2026-05-22,3954,3954,0,,
000064.SH,非周期,非周期,上证非周期行业100指数,SSE,中证指数有限公司,,主题指数,2010-02-03,,2000-01-01,2005-01-04,2010-02-03,2010-02-03,2026-05-22,2026-05-22,3954,3954,0,,
000065.SH,上证龙头,上证龙头,上证龙头企业指数,SSE,中证指数有限公司,,主题指数,2010-02-09,,2000-01-01,2005-01-04,2010-02-09,2010-02-09,2026-05-22,2026-05-22,3950,3950,0,,
399008.SZ,中小300,中小300,中小企业300指数,SZSE,深圳证券交易所,,规模指数,2010-03-22,,2000-01-01,2010-03-22,2010-03-22,2010-03-22,2026-05-22,2026-05-22,3926,3926,0,,
399901.SZ,小康指数,小康指数,中证南方小康产业指数,SZSE,中证指数有限公司,,主题指数,2010-04-01,,2000-01-01,2005-07-01,2010-04-01,2010-04-01,2026-05-22,2026-05-22,3918,3918,0,,
000901.SH,小康指数,小康指数,中证南方小康产业指数,SSE,中证指数有限公司,,主题指数,2010-04-02,,2000-01-01,2005-07-01,2010-04-02,2010-04-02,2026-05-22,2026-05-22,3917,3917,0,,
000066.SH,上证商品,上证商品,上证大宗商品股票指数,SSE,中证指数有限公司,,主题指数,2010-04-30,,2000-01-01,2005-01-04,2010-04-30,2010-04-30,2026-05-22,2026-05-22,3898,3898,0,,
000067.SH,上证新兴,上证新兴,上证新兴产业指数,SSE,中证指数有限公司,,主题指数,2010-04-30,,2000-01-01,2005-01-04,2010-04-30,2010-04-30,2026-05-22,2026-05-22,3898,3898,0,,
399701.SZ,深证F60,深证F60,深证基本面60指数,SZSE,深圳证券交易所,,策略指数,2010-05-10,,2000-01-01,2005-01-04,2010-05-10,2010-05-10,2026-05-22,2026-05-22,3893,3893,0,,
399702.SZ,深证F120,深证F120,深证基本面120指数,SZSE,深圳证券交易所,,策略指数,2010-05-10,,2000-01-01,2005-01-04,2010-05-10,2010-05-10,2026-05-22,2026-05-22,3893,3893,0,,
399703.SZ,深证F200,深证F200,深证基本面200指数,SZSE,深圳证券交易所,,策略指数,2010-05-10,,2000-01-01,2005-01-04,2010-05-10,2010-05-10,2026-05-22,2026-05-22,3893,3893,0,,
399602.SZ,中小成长,中小成长,中小300成长指数,SZSE,深圳证券交易所,,风格指数,2010-05-24,,2000-01-01,2010-05-24,2010-05-24,2010-05-24,2026-05-22,2026-05-22,3883,3883,0,,
399604.SZ,中小价值,中小价值,中小300价值指数,SZSE,深圳证券交易所,,风格指数,2010-05-24,,2000-01-01,2010-05-24,2010-05-24,2010-05-24,2026-05-22,2026-05-22,3883,3883,0,,
000068.SH,上证资源,上证资源,上证自然资源指数,SSE,中证指数有限公司,,主题指数,2010-05-28,,2000-01-01,2005-01-04,2010-05-28,2010-05-28,2026-05-22,2026-05-22,3879,3879,0,,
000069.SH,消费80,消费80,上证消费80指数,SSE,中证指数有限公司,,主题指数,2010-05-28,,2000-01-01,2005-01-04,2010-05-28,2010-05-28,2026-05-22,2026-05-22,3879,3879,0,,
399006.SZ,创业板指,创业板指,创业板指数,SZSE,深圳证券交易所,,规模指数,2010-06-01,,2000-01-01,2010-06-01,2010-06-01,2010-06-01,2026-05-22,2026-05-22,3877,3877,0,,
399606.SZ,创业板R,创业板R,创业板全收益指数,SZSE,深圳证券交易所,,规模指数,2010-06-01,,2000-01-01,2010-06-01,2010-06-01,2010-06-01,2026-05-22,2026-05-22,3877,3877,0,,
000965.CSI,基本200,基本200,中证锐联基本面200指数,CSI,中证指数有限公司,,策略指数,2010-06-02,,2000-01-01,2005-01-04,2010-06-02,2010-06-02,2026-05-22,2026-05-22,3876,3876,0,,
000965.SH,基本200(SH),基本200(SH),中证锐联基本面200指数,SSE,中证指数有限公司,,策略指数,2010-06-02,,2000-01-01,2005-01-04,2010-06-02,2010-06-02,2026-05-22,2026-05-22,3876,3876,0,,
000967.CSI,基本600,基本600,中证锐联基本面600指数,CSI,中证指数有限公司,,策略指数,2010-06-02,,2000-01-01,2005-01-04,2010-06-02,2010-06-02,2026-05-22,2026-05-22,3876,3876,0,,
000967.SH,基本600(SH),基本600(SH),中证锐联基本面600指数,SSE,中证指数有限公司,,策略指数,2010-06-02,,2000-01-01,2005-01-04,2010-06-02,2010-06-02,2026-05-22,2026-05-22,3876,3876,0,,
000070.SH,能源等权,能源等权,上证能源行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000071.SH,材料等权,材料等权,上证原材料行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000072.SH,工业等权,工业等权,上证工业行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000073.SH,可选等权,可选等权,上证可选消费行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000074.SH,消费等权,消费等权,上证主要消费行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000075.SH,医药等权,医药等权,上证医药卫生行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000076.SH,金融等权,金融等权,上证金融行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000077.SH,信息等权,信息等权,上证信息技术行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000078.SH,通信等权,通信等权,上证通信服务行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
000079.SH,公用等权,公用等权,上证公用事业行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2010-08-18,,2000-01-01,2005-01-04,2010-08-18,2010-08-18,2026-05-22,2026-05-22,3824,3824,0,,
399102.SZ,创业板综,创业板综,创业板综合指数,SZSE,深圳证券交易所,,综合指数,2010-08-20,,2000-01-01,2010-06-01,2010-08-20,2010-08-20,2026-05-22,2026-05-22,3822,3822,0,,
000970.CSI,ESG40,ESG40,中证ECPI ESG可持续发展40指数,CSI,中证指数有限公司,,主题指数,2010-09-17,,2000-01-01,2010-07-01,2010-09-17,2010-09-17,2026-05-22,2026-05-22,3802,3802,0,,
000970.SH,ESG40(SH),ESG40(SH),中证ECPI ESG可持续发展40指数,SSE,中证指数有限公司,,主题指数,2010-09-17,,2000-01-01,2010-07-01,2010-09-17,2010-09-17,2026-05-22,2026-05-22,3802,3802,0,,
399378.SZ,ESG 300,ESG 300,国证ESG 300指数,SZSE,深圳证券交易所,,主题指数,2010-09-20,,2000-01-01,2010-09-20,2010-09-20,2010-09-20,2026-05-22,2026-05-22,3801,3801,0,,
399608.SZ,科技100,科技100,深证科技100指数,SZSE,深圳证券交易所,,主题指数,2010-10-18,,2000-01-01,2010-10-18,2010-10-18,2010-10-18,2026-05-22,2026-05-22,3789,3789,0,,
399610.SZ,TMT50,TMT50,深证电子信息传媒产业50指数,SZSE,深圳证券交易所,,主题指数,2010-11-08,,2000-01-01,2010-11-08,2010-11-08,2010-11-08,2026-05-22,2026-05-22,3774,3774,0,,
000009.SH,上证380,上证380,上证380指数,SSE,中证指数有限公司,,规模指数,2010-11-29,,2000-01-01,2005-01-04,2010-11-29,2010-11-29,2026-05-22,2026-05-22,3759,3759,0,,
000090.SH,上证流通,上证流通,上证流通指数,SSE,中证指数有限公司,,规模指数,2010-12-02,,2000-01-01,2010-01-04,2010-12-02,2010-12-02,2026-05-22,2026-05-22,3756,3756,0,,
000050.SH,50等权,50等权,上证50等权重指数,SSE,中证指数有限公司,,策略指数,2011-01-04,,2000-01-01,2005-01-04,2011-01-04,2011-01-04,2026-05-22,2026-05-22,3734,3734,0,,
399612.SZ,中创100,中创100,中小创业企业100指数,SZSE,深圳证券交易所,,规模指数,2011-02-28,,2000-01-01,2011-02-28,2011-02-28,2011-02-28,2026-05-22,2026-05-22,3700,3700,0,,
000091.SH,沪财中小,沪财中小,上证财富中小盘指数,SSE,中证指数有限公司,,策略指数,2011-04-06,,2000-01-01,2005-01-04,2011-04-06,2011-04-06,2026-05-22,2026-05-22,3675,3675,0,,
000092.SH,资源50,资源50,上证资源50指数,SSE,中证指数有限公司,,主题指数,2011-05-10,,2000-01-01,2005-01-04,2011-05-10,2011-05-10,2026-05-22,2026-05-22,3652,3652,0,,
000094.SH,上证上游,上证上游,上证上游产业指数,SSE,中证指数有限公司,,主题指数,2011-05-10,,2000-01-01,2005-01-04,2011-05-10,2011-05-10,2026-05-22,2026-05-22,3652,3652,0,,
000095.SH,上证中游,上证中游,上证中游产业指数,SSE,中证指数有限公司,,主题指数,2011-05-10,,2000-01-01,2005-01-04,2011-05-10,2011-05-10,2026-05-22,2026-05-22,3652,3652,0,,
000096.SH,上证下游,上证下游,上证下游产业指数,SSE,中证指数有限公司,,主题指数,2011-05-10,,2000-01-01,2005-01-04,2011-05-10,2011-05-10,2026-05-22,2026-05-22,3652,3652,0,,
000980.CSI,中证超大,中证超大,中证超级大盘指数,CSI,中证指数有限公司,,规模指数,2011-05-10,,2000-01-01,2005-01-04,2011-05-10,2011-05-10,2026-05-22,2026-05-22,3652,3652,0,,
000980.SH,中证超大(SH),中证超大(SH),中证超级大盘指数,SSE,中证指数有限公司,,规模指数,2011-05-10,,2000-01-01,2005-01-04,2011-05-10,2011-05-10,2026-05-22,2026-05-22,3652,3652,0,,
000051.SH,180等权,180等权,上证180等权重指数,SSE,中证指数有限公司,,策略指数,2011-05-24,,2000-01-01,2005-01-04,2011-05-24,2011-05-24,2026-05-22,2026-05-22,3642,3642,0,,
000093.SH,180分层,180分层,上证180行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2011-05-24,,2000-01-01,2005-01-04,2011-05-24,2011-05-24,2026-05-22,2026-05-22,3642,3642,0,,
000097.SH,高端装备,高端装备,上证高端装备制造60指数,SSE,中证指数有限公司,,主题指数,2011-05-24,,2000-01-01,2005-01-04,2011-05-24,2011-05-24,2026-05-22,2026-05-22,3642,3642,0,,
000102.SH,沪投资品,沪投资品,上证投资品指数,SSE,中证指数有限公司,,主题指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000103.SH,沪消费品,沪消费品,上证消费品指数,SSE,中证指数有限公司,,主题指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000104.SH,380能源,380能源,上证380能源指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000105.SH,380材料,380材料,上证380原材料指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000106.SH,380工业,380工业,上证380工业指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000107.SH,380可选,380可选,上证380可选消费指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000108.SH,380消费,380消费,上证380主要消费指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000109.SH,380医药,380医药,上证380医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000110.SH,380金融,380金融,上证380金融指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000111.SH,380信息,380信息,上证380信息技术指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000112.SH,380电信,380电信,上证380电信业务指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000113.SH,380公用,380公用,上证380公用事业指数,SSE,中证指数有限公司,,一级行业指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
000982.SH,500等权,500等权,中证500等权重指数,SSE,中证指数有限公司,,策略指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
399982.SZ,500等权,500等权,中证500等权重指数,SZSE,中证指数有限公司,,策略指数,2011-06-13,,2000-01-01,2005-01-04,2011-06-13,2011-06-13,2026-05-22,2026-05-22,3629,3629,0,,
399613.SZ,深证能源,深证能源,深证能源行业指数,SZSE,深圳证券交易所,,一级行业指数,2011-06-15,,2000-01-01,2011-06-15,2011-06-15,2011-06-15,2026-05-22,2026-05-22,3627,3627,0,,
