ts_code,name,fullname,market,publisher,index_type,category,base_date,list_date,trade_date
000905.SH,中证500,中证小盘500指数,SSE,中证指数有限公司,,规模指数,2004-12-31,2007-01-15,2026-05-07
000906.SH,中证800,中证800指数,SSE,中证指数有限公司,,规模指数,2004-12-31,2007-01-15,2026-05-07
000907.CSI,中证700,中证中小盘700指数,CSI,中证指数有限公司,,规模指数,2004-12-31,2007-01-15,2026-05-07
000907.SH,中证700(SH),中证中小盘700指数,SSE,中证指数有限公司,,规模指数,2004-12-31,2007-01-15,2026-05-07
000908.CSI,300能源,沪深300能源(一级行业)指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000909.CSI,300材料,沪深300原材料(一级行业)指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000910.CSI,300工业,沪深300工业指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000911.CSI,300可选,沪深300可选消费指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000912.CSI,300消费,沪深300主要消费指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000913.SH,300医药,沪深300医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000914.SH,300金融,沪深300金融地产指数,SSE,中证指数有限公司,,主题指数,2004-12-31,2007-07-02,2026-05-07
000915.CSI,沪深300信息,沪深300信息技术指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000915.SH,沪深300信息(SH),沪深300信息技术指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000916.CSI,沪深300通信,沪深300通信服务指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000916.SH,沪深300电信(SH),沪深300通信服务指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000917.CSI,300公用,沪深300公用事业(一级行业)指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2007-07-02,2026-05-07
000918.CSI,300成长,沪深300成长指数,CSI,中证指数有限公司,,风格指数,2004-12-31,2008-01-21,2026-05-07
000919.CSI,300价值,沪深300价值指数,CSI,中证指数有限公司,,风格指数,2004-12-31,2008-01-21,2026-05-07
000920.CSI,沪深300R成长,沪深300相对成长指数,CSI,中证指数有限公司,,风格指数,2004-12-31,2008-01-21,2026-05-07
000921.CSI,沪深300R价值,沪深300相对价值指数,CSI,中证指数有限公司,,风格指数,2004-12-31,2008-01-21,2026-05-07
000922.CSI,中证红利,中证红利指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2008-05-26,2026-05-07
000925.CSI,基本面50,中证锐联基本面50 指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2009-02-26,2026-05-07
000926.CSI,中证央企,中证中央企业综合指数,CSI,中证指数有限公司,,主题指数,2008-12-31,2009-03-30,2026-05-07
000926.SH,中证央企(SH),中证中央企业综合指数,SSE,中证指数有限公司,,主题指数,2008-12-31,2009-03-30,2026-05-07
000927.CSI,央企100,中证中央企业100指数,CSI,中证指数有限公司,,主题指数,2008-12-31,2009-03-30,2026-05-07
000927.SH,央企100(SH),中证中央企业100指数,SSE,中证指数有限公司,,主题指数,2008-12-31,2009-03-30,2026-05-07
000928.SH,800能源,中证能源指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000929.CSI,800材料,中证原材料指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000929.SH,800材料,中证原材料指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000930.CSI,800工业,中证工业指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000930.SH,800工业,中证工业指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000931.CSI,800可选,中证可选消费指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000932.SH,800消费,中证主要消费指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000933.SH,800医卫,中证医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000934.SH,800金地,中证金融地产指数,SSE,中证指数有限公司,,主题指数,2004-12-31,2009-07-03,2026-05-07
000935.SH,800信息,中证信息技术指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000936.CSI,800通信,中证通信服务指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000936.SH,800通信(SH),中证通信服务指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000937.CSI,800公用,中证公用事业指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000937.SH,800公用(SH),中证公用事业指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2009-07-03,2026-05-07
000938.CSI,中证民企,中证民营企业综合指数,CSI,中证指数有限公司,,主题指数,2009-06-30,2009-08-25,2026-05-07
000939.CSI,民企成长,中证民企成长指数,CSI,中证指数有限公司,,主题指数,2013-12-13,2009-08-25,2026-05-07
000940.CSI,财富大盘,中证财富大盘指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2009-09-25,2026-05-07
000941.CSI,新能源,中证内地新能源主题指数,CSI,中证指数有限公司,,主题指数,2008-12-31,2009-10-28,2026-05-07
000941.SH,新能源(SH),中证内地新能源主题指数,SSE,中证指数有限公司,,主题指数,2008-12-31,2009-10-28,2026-05-07
000942.CSI,内地消费,中证内地消费主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000942.SH,内地消费(SH),中证内地消费主题指数,SSE,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000943.CSI,新基建50,中证新型基础设施建设50指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2009-10-28,2026-05-07
000944.CSI,内地资源,中证内地资源主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000945.CSI,内地运输,中证内地运输主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000945.SH,内地运输(SH),中证内地运输主题指数,SSE,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000947.CSI,内地银行,中证内地银行主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000948.CSI,内地地产,中证内地地产主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000948.SH,内地地产(SH),中证内地地产主题指数,SSE,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000949.CSI,中证农业,中证农业主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000949.SH,中证农业(SH),中证农业主题指数,SSE,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000950.CSI,300基建,沪深300基建主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2009-10-28,2026-05-07
000951.CSI,300银行,沪深300银行指数,CSI,中证指数有限公司,,二级行业指数,2004-12-31,2009-10-28,2026-05-07
000952.CSI,300地产,沪深 300 地产指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2009-10-28,2026-05-07
000953.CSI,中证地企,中证地方国有企业综合指数,CSI,中证指数有限公司,,主题指数,2009-06-30,2010-02-09,2026-05-07
000954.CSI,地企100,中证地方国有企业100指数,CSI,中证指数有限公司,,主题指数,2009-06-30,2010-02-09,2026-05-07
000955.CSI,中证国企,中证国有企业综合指数,CSI,中证指数有限公司,,主题指数,2009-06-30,2010-02-09,2026-05-07
000956.CSI,国企200,中证国有企业200指数,CSI,中证指数有限公司,,主题指数,2009-06-30,2010-02-09,2026-05-07
000957.CSI,300运输,沪深300运输指数,CSI,中证指数有限公司,,二级行业指数,2004-12-31,2010-03-17,2026-05-07
000958.CSI,创业成长,中证创业成长指数,CSI,中证指数有限公司,,主题指数,2009-12-31,2010-03-24,2026-05-07
000959.CSI,银河99,中证银河99指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-02-09,2026-05-07
000961.CSI,中证上游,中证上游资源产业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-04-16,2026-05-07
000962.CSI,中证中游,中证中游制造产业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-04-16,2026-05-07
000963.CSI,中证下游,中证下游消费与服务产业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-04-16,2026-05-07
000964.CSI,中证新兴,中证新兴产业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-04-30,2026-05-07
000965.CSI,基本200,中证锐联基本面200指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2010-06-02,2026-05-07
000965.SH,基本200(SH),中证锐联基本面200指数,SSE,中证指数有限公司,,策略指数,2004-12-31,2010-06-02,2026-05-07
000966.CSI,基本400,中证锐联基本面400指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2010-06-02,2026-05-07
000967.CSI,基本600,中证锐联基本面600指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2010-06-02,2026-05-07
000967.SH,基本600(SH),中证锐联基本面600指数,SSE,中证指数有限公司,,策略指数,2004-12-31,2010-06-02,2026-05-07
000968.CSI,300周期,沪深300周期行业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-05-28,2026-05-07
000969.CSI,300非周,沪深300非周期行业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-05-28,2026-05-07
000970.CSI,ESG40,中证ECPI ESG可持续发展40指数,CSI,中证指数有限公司,,主题指数,2010-06-30,2010-09-17,2026-05-07
000970.SH,ESG40(SH),中证ECPI ESG可持续发展40指数,SSE,中证指数有限公司,,主题指数,2010-06-30,2010-09-17,2026-05-07
000971.CSI,等权90,中证等权重90指数,CSI,中证指数有限公司,,策略指数,2003-12-31,2010-12-02,2026-05-07
000972.CSI,300沪市,沪深300沪市指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2010-12-02,2026-05-07
000974.SH,800金融,中证800金融指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2013-05-09,2026-05-07
000975.CSI,钱江30,中证钱江30指数,CSI,中证指数有限公司,,主题指数,2009-12-31,2014-01-02,2026-05-07
000977.CSI,内地低碳,中证内地低碳经济主题指数,CSI,中证指数有限公司,,主题指数,2010-06-30,2011-01-21,2026-05-07
000978.CSI,医药100,中证医药100指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2011-03-18,2026-05-07
000979.CSI,大宗商品,中证大宗商品股票指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2011-08-22,2026-05-07
000980.CSI,中证超大,中证超级大盘指数,CSI,中证指数有限公司,,规模指数,2004-12-31,2011-05-10,2026-05-07
000980.SH,中证超大(SH),中证超级大盘指数,SSE,中证指数有限公司,,规模指数,2004-12-31,2011-05-10,2026-05-07
000981.CSI,300分层,沪深300行业分层等权重指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2011-06-13,2026-05-07
000982.SH,500等权,中证500等权重指数,SSE,中证指数有限公司,,策略指数,2004-12-31,2011-06-13,2026-05-07
000984.CSI,300等权,沪深300等权重指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2011-08-02,2026-05-07
000985.CSI,中证全指,中证全指指数,CSI,中证指数有限公司,,规模指数,2004-12-31,2011-08-02,2026-05-07
000985.SH,中证全指(SH),中证全指指数,SSE,中证指数有限公司,,规模指数,2004-12-31,2011-08-02,2026-05-07
000986.SH,全指能源,中证全指能源指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000987.SH,全指材料,中证全指原材料指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000988.CSI,全指工业,中证全指工业指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000988.SH,全指工业(SH),中证全指工业指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000989.SH,全指可选,中证全指可选消费指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000990.CSI,全指消费,中证全指主要消费指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000991.SH,全指医药,中证全指医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000992.SH,金融地产,中证全指金融地产指数,SSE,中证指数有限公司,,主题指数,2004-12-31,2011-08-02,2026-05-07
000993.SH,全指信息,中证全指信息技术指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000994.CSI,全指通信,中证全指通信业务指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000994.SH,全指通信(SH),中证全指通信业务指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000995.CSI,全指公用,中证全指公用事业指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000995.SH,全指公用(SH),中证全指公用事业指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,2011-08-02,2026-05-07
000998.CSI,中证TMT,中证TMT产业主题指数,CSI,中证指数有限公司,,主题指数,2011-06-30,2011-11-08,2026-05-07
133333.CSI,MSCI中国A股,MSCI中国A股指数,CSI,MSCI指数,,规模指数,2004-11-30,2005-05-10,2026-05-07
399001.SZ,深证成指,深证成份指数,SZSE,深圳证券交易所,,规模指数,1994-07-20,1995-01-23,2026-05-07
399002.SZ,深成指R,深证成份全收益指数,SZSE,深圳证券交易所,,规模指数,1994-07-20,1995-01-23,2026-05-07
399003.SZ,深成B指,深证成份B股指数,SZSE,深圳证券交易所,,规模指数,1994-07-20,1995-01-23,2026-05-07
399004.SZ,深证100R,深证100全收益指数,SZSE,深圳证券交易所,,规模指数,2002-12-31,2003-01-02,2026-05-07
399005.SZ,中小100,中小企业100指数,SZSE,深圳证券交易所,,规模指数,2005-06-07,2006-01-24,2026-05-07
399006.SZ,创业板指,创业板指数,SZSE,深圳证券交易所,,规模指数,2010-05-31,2010-06-01,2026-05-07
399007.SZ,深证300,深证300指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,2009-11-04,2026-05-07
399008.SZ,中小300,中小企业300指数,SZSE,深圳证券交易所,,规模指数,2010-03-19,2010-03-22,2026-05-07
399009.SZ,深证200,深证200指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,2011-09-01,2026-05-07
399010.SZ,深证700,深证700指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,2011-09-01,2026-05-07
399011.SZ,深证1000,深证1000指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,2011-09-01,2026-05-07
399012.SZ,创业300,创业板300指数,SZSE,深圳证券交易所,,规模指数,2012-06-29,2013-01-07,2026-05-07
399013.SZ,深市精选,深市精选指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2014-05-30,2026-05-07
399015.SZ,中小创新,深证中小创新指数,SZSE,深圳证券交易所,,规模指数,2011-12-30,2015-03-24,2026-05-07
399016.SZ,深证创新,深证创新指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2016-12-01,2026-05-07
399017.SZ,SME创新,中小企业创新指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2016-12-01,2026-05-07
399018.SZ,创业创新,创业板创新指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2016-12-01,2026-05-07
399019.SZ,创业200,创业板中盘200指数,SZSE,深圳证券交易所,,规模指数,2012-06-29,2023-11-15,2026-05-07
399020.SZ,创业小盘,创业板小盘300指数,SZSE,深圳证券交易所,,规模指数,2018-06-29,2023-11-15,2026-05-07
399030.SZ,碳科技30,创业板碳中和科技动力指数,SZSE,深圳证券交易所,,主题指数,2014-12-31,2021-09-26,2026-05-07
399050.SZ,创新引擎,国证深圳创新引擎指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2018-07-31,2026-05-07
399060.SZ,碳科技60,国证CIKD碳中和科技动力指数,SZSE,深圳证券交易所,,主题指数,2014-12-31,2021-09-26,2026-05-07
