rank_by_30d_vol,ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type,matched_days,first_matched_trade_date,latest_matched_trade_date,vol_30d,amount_30d,avg_vol_30d,latest_close,latest_vol,latest_amount,api_name,fetched_at
1274,560020.SH,汇添富中证红利ETF,红利ETF汇添富,汇添富中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,2023-09-26,2023-10-16,L,SH,汇添富基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,682981.0000,76473.5150,22766.033333333333,1.1260,73713.0000,8227.6540,etf_basic,2026-06-03 21:44:08.972707+08
1275,520820.SH,汇添富恒指港股通ETF,恒指港股通ETF汇添富,汇添富恒指港股通交易型开放式指数证券投资基金,HSISC.HI,恒指港股通指数,2025-11-19,2025-12-15,L,SH,汇添富基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,680069.0000,64508.3020,22668.966666666667,0.9350,30711.0000,2879.6900,etf_basic,2026-06-03 21:44:08.972707+08
1276,562810.SH,嘉实上证综合增强策略ETF,上证指数增强ETF嘉实,嘉实上证综合增强策略交易型开放式指数证券投资基金,000001.SH,上证综合指数,2025-03-05,2025-03-13,L,SH,嘉实基金,广发证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,678364.0400,80553.5190,22612.134666666667,1.1890,71622.0000,8502.1920,etf_basic,2026-06-03 21:44:08.972707+08
1277,530800.SH,上180ETF,上证180ETF银华,银华上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,2025-01-17,2025-01-27,L,SH,银华基金,中信证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,672660.0000,83504.9850,22422.000000000000,1.2370,29424.0000,3639.0390,etf_basic,2026-06-03 21:44:08.972707+08
1278,159136.SZ,广发中证A50ETF,A50ETF广发,广发中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,2025-12-16,2025-12-25,L,SZ,广发基金,中信银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,671590.4000,70658.5761,22386.346666666667,1.0680,11786.0400,1260.6421,etf_basic,2026-06-03 21:44:08.972707+08
1279,530000.SH,天弘上证50ETF,上证50ETF天弘,天弘上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,2024-09-04,2024-09-13,L,SH,天弘基金,广发证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,660679.6100,91381.8260,22022.653666666667,1.3630,10825.0000,1480.6770,etf_basic,2026-06-03 21:44:08.972707+08
1280,561790.SH,博时中证国新央企现代能源ETF,央企能源ETF博时,博时中证国新央企现代能源交易型开放式指数证券投资基金,932037.CSI,中证国新央企现代能源指数,2023-07-27,2023-08-09,L,SH,博时基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,660602.4400,90915.9140,22020.081333333333,1.3860,9454.0000,1295.9800,etf_basic,2026-06-03 21:44:08.972707+08
1281,159640.SZ,碳中和龙头ETF工银,碳中和龙头ETF工银,工银瑞信中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,2022-07-13,2022-07-21,L,SZ,工银瑞信基金,国信证券股份有限公司,0.450000,纯境内,30,2026-04-20,2026-06-03,659137.4500,70440.8242,21971.248333333333,1.0450,23571.0600,2471.1050,etf_basic,2026-06-03 21:44:08.972707+08
1282,159716.SZ,华宝深证100ETF,深证100ETF华宝,华宝深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,2021-06-18,2021-06-28,L,SZ,华宝基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,659019.4900,80131.2477,21967.316333333333,1.2560,49132.1800,6237.2582,etf_basic,2026-06-03 21:44:08.972707+08
1283,588070.SH,万家上证科创板成长ETF,科创成长ETF万家,万家上证科创板成长交易型开放式指数证券投资基金,000690.SH,上证科创板成长指数,2024-11-06,2024-11-14,L,SH,万家基金,国泰海通证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,656063.0000,145624.8070,21868.766666666667,2.4290,40870.0000,9973.1050,etf_basic,2026-06-03 21:44:08.972707+08
1284,159721.SZ,深证100ETF永赢,深证100ETF永赢,永赢深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,2021-06-17,2021-06-25,L,SZ,永赢基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,655175.6900,75702.1101,21839.189666666667,1.1990,23881.0100,2888.0085,etf_basic,2026-06-03 21:44:08.972707+08
1285,561770.SH,博时中证A100ETF,A100ETF博时,博时中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,2025-06-16,2025-06-24,L,SH,博时基金,中国农业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,650708.0000,85641.1060,21690.266666666667,1.3270,11672.0000,1562.7860,etf_basic,2026-06-03 21:44:08.972707+08
1286,515760.SH,华夏中证浙江国资创新发展ETF,浙江国资ETF华夏,华夏中证浙江国资创新发展交易型开放式指数证券投资基金,931372.CSI,中证浙江国资创新发展指数,2020-09-17,2020-10-12,L,SH,华夏基金,中国农业银行股份有限公司,0.450000,纯境内,30,2026-04-20,2026-06-03,649403.0000,90594.9770,21646.766666666667,1.3680,52952.0000,7252.5890,etf_basic,2026-06-03 21:44:08.972707+08
1287,159940.SZ,广发中证全指金融地产ETF,金融地产ETF广发,广发中证全指金融地产交易型开放式指数证券投资基金,000992.SH,中证全指金融地产指数,2015-03-23,2015-04-17,L,SZ,广发基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,648238.0200,76504.4272,21607.934000000000,1.1580,33270.0000,3851.4582,etf_basic,2026-06-03 21:44:08.972707+08
1288,159318.SZ,恒生港股通ETF,恒指港股通ETF银华,银华恒指港股通交易型开放式指数证券投资基金,HSISC.HI,恒指港股通指数,2024-06-13,2024-06-21,L,SZ,银华基金,国泰海通证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,643666.0500,85744.6800,21455.535000000000,1.3190,10066.0000,1330.0687,etf_basic,2026-06-03 21:44:08.972707+08
1289,159106.SZ,前海开源中证民企300ETF,民企300ETF前海开源,前海开源中证民企300交易型开放式指数证券投资基金,931265.CSI,中证民企300指数,2025-09-26,2025-10-22,L,SZ,前海开源基金,国投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,640120.1200,74628.9713,21337.337333333333,1.1990,13584.1600,1634.5209,etf_basic,2026-06-03 21:44:08.972707+08
1290,159872.SZ,车联网,智能网联汽车ETF鹏华,鹏华中证车联网主题交易型开放式指数证券投资基金,930725.CSI,中证车联网主题指数,2021-06-16,2021-07-01,L,SZ,鹏华基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,639811.0300,63238.1956,21327.034333333333,0.9480,17831.0000,1701.5157,etf_basic,2026-06-03 21:44:08.972707+08
1291,159910.SZ,嘉实深证基本面120ETF,基本面120ETF嘉实,深证基本面120交易型开放式指数证券投资基金,399702.SZ,深证基本面120指数,2011-08-01,2011-09-27,L,SZ,嘉实基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,633416.0100,156809.1942,21113.867000000000,2.4500,31835.0000,7845.9608,etf_basic,2026-06-03 21:44:08.972707+08
1292,513830.SH,嘉实中证港股通高股息投资ETF,港股通高股息ETF嘉实,嘉实中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,2025-02-26,2025-03-07,L,SH,嘉实基金,招商证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,626024.0000,76267.1410,20867.466666666667,1.1980,26676.0000,3191.2020,etf_basic,2026-06-03 21:44:08.972707+08
1293,159723.SZ,汇添富中证沪港深科技龙头ETF,科技龙头ETF汇添富,汇添富中证沪港深科技龙头交易型开放式指数证券投资基金,931524.CSI,中证沪港深科技龙头指数,2021-09-27,2021-10-15,L,SZ,汇添富基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,623050.9200,69680.0237,20768.364000000000,1.1740,17249.0100,2037.0167,etf_basic,2026-06-03 21:44:08.972707+08
1294,159701.SZ,招商中证物联网主题ETF,物联网ETF招商,招商中证物联网主题交易型开放式指数证券投资基金,930712.CSI,中证物联网主题指数,2021-12-15,2021-12-23,L,SZ,招商基金,浙商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,621245.3700,85083.7152,20708.179000000000,1.4550,8453.0000,1233.7972,etf_basic,2026-06-03 21:44:08.972707+08
1295,511160.SH,国债ETF东财,国债ETF东财,东财中证1-3年国债交易型开放式指数证券投资基金,931552.CSI,中证1-3年国债指数,2024-12-20,2025-01-06,L,SH,东财基金,招商证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,618440.5700,6289098.6610,20614.685666666667,101.8180,1765.0000,17970.3400,etf_basic,2026-06-03 21:44:08.972707+08
1296,510680.SH,万家上证50ETF,上证50ETF万家,万家上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,2015-12-15,2015-12-15,L,SH,万家基金,华夏银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,615436.0000,196960.6800,20514.533333333333,3.1690,11248.0000,3564.2830,etf_basic,2026-06-03 21:44:08.972707+08
1297,159810.SZ,浦银安盛创业板ETF,创业板ETF浦银,浦银安盛创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,2020-06-12,2020-07-10,L,SZ,浦银安盛基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,614443.0000,96496.0025,20481.433333333333,1.6640,18987.0000,3158.2052,etf_basic,2026-06-03 21:44:08.972707+08
1298,159372.SZ,万家创业板50ETF,创业板50ETF万家,万家创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,2025-05-26,2025-06-09,L,SZ,万家基金,平安银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,611621.1600,127504.2103,20387.372000000000,2.2520,29691.0000,6672.5274,etf_basic,2026-06-03 21:44:08.972707+08
1299,560560.SH,碳中和TK,碳中和ETF泰康,泰康中证内地低碳经济主题交易型开放式指数证券投资基金,000977.CSI,中证内地低碳经济主题指数,2021-08-27,2021-09-13,L,SH,泰康基金,广发证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,607340.0000,49018.9600,20244.666666666667,0.7910,4751.0000,375.1210,etf_basic,2026-06-03 21:44:08.972707+08
1300,159812.SZ,前海开源黄金ETF,黄金ETF前海开源,前海开源黄金交易型开放式证券投资基金,Au99.99.SGE,黄金9999,2020-04-29,2020-05-29,L,SZ,前海开源基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,607235.0000,580328.0089,20241.166666666667,9.2340,41719.0000,38606.5975,etf_basic,2026-06-03 21:44:08.972707+08
1301,159808.SZ,融通创业板ETF,创100ETF融通,融通创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,2020-08-05,2020-09-04,L,SZ,融通基金,中国建设银行股份有限公司,0.300000,纯境内,30,2026-04-20,2026-06-03,604787.7100,90360.5313,20159.590333333333,1.5930,21928.2200,3516.1928,etf_basic,2026-06-03 21:44:08.972707+08
1302,159961.SZ,方正富邦深证100ETF,深100ETF方正富邦,方正富邦深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,2018-11-02,2018-12-19,L,SZ,方正富邦基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,602566.0500,144704.9785,20085.535000000000,2.5080,24051.0000,6040.2410,etf_basic,2026-06-03 21:44:08.972707+08
1303,159396.SZ,博时深证基准做市信用债ETF,信用债ETF博时,博时深证基准做市信用债交易型开放式指数证券投资基金,921128.SZ,深证基准做市信用债指数,2025-01-16,2025-02-06,L,SZ,博时基金,交通银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,599241.7000,6151089.6661,19974.723333333333,102.9760,10890.0000,112131.2031,etf_basic,2026-06-03 21:44:08.972707+08
1304,517350.SH,广发中证沪港深科技龙头ETF,沪港深科技ETF广发,广发中证沪港深科技龙头交易型开放式指数证券投资基金,931524.CSI,中证沪港深科技龙头指数,2021-05-20,2021-06-03,L,SH,广发基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,594881.0000,57780.6210,19829.366666666667,1.0160,58444.0000,5968.0810,etf_basic,2026-06-03 21:44:08.972707+08
1305,159821.SZ,BOCI创业,创业板ETF中银证券,中银证券创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,2020-09-29,2020-10-29,L,SZ,中银证券,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,594335.0000,86611.7610,19811.166666666667,1.5520,29372.0000,4556.3947,etf_basic,2026-06-03 21:44:08.972707+08
1306,159621.SZ,国泰MSCI中国A股ESG通用ETF,ESGETF国泰,国泰MSCI中国A股ESG通用交易型开放式指数证券投资基金,721638.MI,MSCI中国A股(人民币)ESG通用指数,2022-08-30,2022-09-09,L,SZ,国泰基金,中信银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,591410.1000,70680.5564,19713.670000000000,1.2020,27141.0000,3271.8639,etf_basic,2026-06-03 21:44:08.972707+08
1307,159575.SZ,创业板200ETF银华,创业板200ETF银华,银华创业板中盘200交易型开放式指数证券投资基金,399019.SZ,创业板中盘200指数,2023-12-20,2024-01-02,L,SZ,银华基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,590820.0100,93208.2255,19694.000333333333,1.5430,37820.0000,5866.0213,etf_basic,2026-06-03 21:44:08.972707+08
1308,159916.SZ,建信深证基本面60ETF,基本面ETF建信,深证基本面60交易型开放式指数证券投资基金,399701.SZ,深证基本面60指数,2011-09-08,2011-10-24,L,SZ,建信基金,中国民生银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,584746.9200,310393.1216,19491.564000000000,5.2200,18565.0000,9813.9342,etf_basic,2026-06-03 21:44:08.972707+08
1309,159292.SZ,华宝创业板综合增强策略ETF,创业板综增强ETF华宝,华宝创业板综合增强策略交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,2025-08-20,2025-09-02,L,SZ,华宝基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,582466.9100,74986.7102,19415.563666666667,1.3200,17814.2400,2358.0734,etf_basic,2026-06-03 21:44:08.972707+08
1310,563060.SH,易方达中证国资央企50ETF,央企50ETF易方达,易方达中证国资央企50交易型开放式指数证券投资基金,931823.CSI,中证国资央企50指数,2025-05-08,2025-05-19,L,SH,易方达基金,广发银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,580299.7200,64738.5900,19343.324000000000,1.1070,25162.0000,2778.8130,etf_basic,2026-06-03 21:44:08.972707+08
1311,159306.SZ,平安中证汽车零部件主题ETF,汽车零部件ETF平安,平安中证汽车零部件主题交易型开放式指数证券投资基金,931230.CSI,中证汽车零部件主题指数,2024-04-29,2024-05-14,L,SZ,平安基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,576779.0000,83360.6496,19225.966666666667,1.3600,7053.0000,967.2175,etf_basic,2026-06-03 21:44:08.972707+08
1312,159645.SZ,富国国证疫苗与生物科技ETF,疫苗ETF富国,富国国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,2022-09-16,2022-09-26,L,SZ,富国基金,平安银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,572590.0000,36234.0671,19086.333333333333,0.5670,38883.0000,2206.4215,etf_basic,2026-06-03 21:44:08.972707+08
1313,159383.SZ,华泰柏瑞创业板50ETF,创业板50ETF华泰柏瑞,华泰柏瑞创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,2025-02-05,2025-02-14,L,SZ,华泰柏瑞基金,中国建设银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,567195.0000,110799.1012,18906.500000000000,2.0950,20710.0000,4385.9513,etf_basic,2026-06-03 21:44:08.972707+08
1314,159533.SZ,博时中证2000ETF,中证2000ETF博时,博时中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,2024-05-28,2024-06-07,L,SZ,博时基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,566252.0000,120451.2750,18875.066666666667,2.1100,7082.0000,1491.0581,etf_basic,2026-06-03 21:44:08.972707+08
1315,560590.SH,1000ETF增强,中证1000增强ETF鹏华,鹏华中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,2023-09-01,2023-09-25,L,SH,鹏华基金,招商银行股份有限公司,0.800000,纯境内,30,2026-04-20,2026-06-03,564159.0000,90076.2740,18805.300000000000,1.5550,35444.0000,5580.2490,etf_basic,2026-06-03 21:44:08.972707+08
1316,561200.SH,中证A100ETF工银,中证A100ETF工银,工银瑞信中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,2023-12-22,2024-01-05,L,SH,工银瑞信基金,中国农业银行股份有限公司,0.450000,纯境内,30,2026-04-20,2026-06-03,558409.0000,86246.3040,18613.633333333333,1.5630,13089.0000,2048.3710,etf_basic,2026-06-03 21:44:08.972707+08
1317,517080.SH,汇添富中证沪港深500ETF,沪港深500ETF汇添富,汇添富中证沪港深500交易型开放式指数证券投资基金,H30455.CSI,中证沪港深500指数,2021-02-01,2021-02-22,L,SH,汇添富基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,558278.0000,57357.3790,18609.266666666667,1.0310,10717.0000,1109.0430,etf_basic,2026-06-03 21:44:08.972707+08
1318,159778.SZ,工业互联ETF,工业互联网ETF鹏华,鹏华中证工业互联网主题交易型开放式指数证券投资基金,931495.CSI,中证工业互联网主题指数,2022-01-25,2022-02-17,L,SZ,鹏华基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,554110.5700,72124.1377,18470.352333333333,1.3450,9968.0000,1348.1757,etf_basic,2026-06-03 21:44:08.972707+08
1319,517010.SH,易方达中证沪港深500ETF,沪港深500ETF易方达,易方达中证沪港深500交易型开放式指数证券投资基金,H30455.CSI,中证沪港深500指数,2021-08-03,2021-08-12,L,SH,易方达基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,553469.0000,63684.6670,18448.966666666667,1.1620,33539.0000,3901.6530,etf_basic,2026-06-03 21:44:08.972707+08
1320,588670.SH,嘉实上证科创板综合增强策略ETF,科创综指增强ETF嘉实,嘉实上证科创板综合增强策略交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,2025-06-05,2025-06-13,L,SH,嘉实基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,550687.0000,98949.8030,18356.233333333333,1.8210,25582.0000,4664.0750,etf_basic,2026-06-03 21:44:08.972707+08
1321,563030.SH,易方达中证500增强策略ETF,中证500增强ETF易方达,易方达中证500增强策略交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,2023-02-17,2023-03-13,L,SH,易方达基金,招商证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,549121.0000,88897.8980,18304.033333333333,1.6240,12506.0000,2035.4190,etf_basic,2026-06-03 21:44:08.972707+08
1322,560690.SH,电信ETF基金,电信ETF鹏华,鹏华中证电信主题交易型开放式指数证券投资基金,931235.CSI,中证电信主题指数,2024-04-01,2024-04-22,L,SH,鹏华基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,546339.0000,125845.8810,18211.300000000000,2.4450,16053.0000,3960.0090,etf_basic,2026-06-03 21:44:08.972707+08
1323,159861.SZ,国泰中证环保产业50ETF,碳中和50ETF国泰,国泰中证环保产业50交易型开放式指数证券投资基金,930614.CSI,中证环保产业50指数,2021-03-19,2021-04-02,L,SZ,国泰基金,中国民生银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,541717.1100,68745.3736,18057.237000000000,1.2270,22900.5000,2812.4485,etf_basic,2026-06-03 21:44:08.972707+08
1324,159717.SZ,ESGETF,ESGETF鹏华,鹏华国证ESG300交易型开放式指数证券投资基金,399378.SZ,国证ESG300指数,2021-09-15,2021-09-29,L,SZ,鹏华基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,538186.0600,59910.2395,17939.535333333333,1.1260,1635.0100,184.1372,etf_basic,2026-06-03 21:44:08.972707+08
1325,588690.SH,科综指增,科创增强ETF银华,银华上证科创板综合增强策略交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,2025-08-20,2025-08-29,L,SH,银华基金,国泰海通证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,536402.0000,68940.5870,17880.066666666667,1.2980,13190.0000,1714.2140,etf_basic,2026-06-03 21:44:08.972707+08
1326,589580.SH,兴银上证科创板综合价格ETF,科创综指ETF兴银,兴银上证科创板综合价格交易型开放式指数证券投资基金,000681.SH,上证科创板综合价格指数,2025-05-27,2025-06-11,L,SH,兴银基金,招商证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,528032.0000,84473.1270,17601.066666666667,1.6390,13835.0000,2274.2080,etf_basic,2026-06-03 21:44:08.972707+08
1327,589300.SH,嘉实上证科创板综合ETF,科创综指ETF嘉实,嘉实上证科创板综合交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,2025-04-09,2025-04-17,L,SH,嘉实基金,平安银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,521057.0000,93151.2110,17368.566666666667,1.7900,38349.0000,6923.5970,etf_basic,2026-06-03 21:44:08.972707+08
1328,512240.SH,鹏华中证A50ETF,A50ETF鹏华,鹏华中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,2025-03-26,2025-04-07,L,SH,鹏华基金,国泰海通证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,519580.0000,62503.1200,17319.333333333333,1.2300,53436.0000,6541.3120,etf_basic,2026-06-03 21:44:08.972707+08
1329,159964.SZ,平安创业板ETF,创业板ETF平安,平安创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,2019-03-15,2019-04-19,L,SZ,平安基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,517080.0000,131992.1155,17236.000000000000,2.7060,26157.0000,7064.2747,etf_basic,2026-06-03 21:44:08.972707+08
1330,560190.SH,鹏华中证全指公用事业ETF,公用事业ETF鹏华,鹏华中证全指公用事业交易型开放式指数证券投资基金,000995.CSI,中证全指公用事业指数,2024-12-25,2025-01-06,L,SH,鹏华基金,国泰海通证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,515264.0000,57630.1720,17175.466666666667,1.1700,23127.0000,2673.6400,etf_basic,2026-06-03 21:44:08.972707+08
1331,159332.SZ,富国中证中央企业红利ETF,央企红利ETF富国,富国中证中央企业红利交易型开放式指数证券投资基金,000825.CSI,中证中央企业红利指数,2024-07-16,2024-08-01,L,SZ,富国基金,国信证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,499358.1600,60755.5084,16645.272000000000,1.2070,10145.0000,1219.2141,etf_basic,2026-06-03 21:44:08.972707+08
1332,159553.SZ,海富通中证2000增强策略ETF,中证2000增强ETF海富通,海富通中证2000增强策略交易型开放式指数证券投资基金,932000.CSI,中证2000指数,2024-03-27,2024-04-15,L,SZ,海富通基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,498312.0000,103584.1659,16610.400000000000,2.0090,43428.0000,8751.7309,etf_basic,2026-06-03 21:44:08.972707+08
1333,515200.SH,申万菱信中证研发创新100ETF,创新100ETF申万菱信,申万菱信中证研发创新100交易型开放式指数证券投资基金,931159.CSI,中证研发创新100指数,2019-10-25,2019-11-15,L,SH,申万菱信基金,中国农业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,495931.0000,126416.7690,16531.033333333333,2.7270,22770.0000,6187.8180,etf_basic,2026-06-03 21:44:08.972707+08
1334,560810.SH,融通中证诚通央企ESGETF,央企ESGETF融通,融通中证诚通央企ESG交易型开放式指数证券投资基金,931243.CSI,中证诚通央企ESG指数,2024-11-25,2024-12-09,L,SH,融通基金,中国建设银行股份有限公司,0.300000,纯境内,30,2026-04-20,2026-06-03,492189.0000,63298.5790,16406.300000000000,1.2900,16568.0000,2133.5250,etf_basic,2026-06-03 21:44:08.972707+08
1335,159793.SZ,平安中证沪港深线上消费主题ETF,线上消费ETF平安,平安中证沪港深线上消费主题交易型开放式指数证券投资基金,931481.CSI,中证沪港深线上消费主题指数,2021-11-09,2021-11-24,L,SZ,平安基金,中国农业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,488728.0500,44510.0664,16290.935000000000,0.8420,11196.0000,946.2842,etf_basic,2026-06-03 21:44:08.972707+08
1336,516380.SH,华宝智能电动汽车ETF,智能电动车ETF华宝,华宝中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,2021-06-04,2021-06-18,L,SH,华宝基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,486732.0000,52665.8070,16224.400000000000,1.0450,11815.0000,1237.0130,etf_basic,2026-06-03 21:44:08.972707+08
1337,515150.SH,富国中证国企一带一路ETF,一带一路ETF富国,富国中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,2019-11-06,2020-01-15,L,SH,富国基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,475969.0000,78489.3740,15865.633333333333,1.6130,23054.0000,3697.8730,etf_basic,2026-06-03 21:44:08.972707+08
1338,159720.SZ,智能车TK,智能车ETF泰康,泰康中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,2021-07-07,2021-07-20,L,SZ,泰康基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,472450.6300,42349.9156,15748.354333333333,0.8610,6495.0000,561.1406,etf_basic,2026-06-03 21:44:08.972707+08
1339,510570.SH,兴业中证500ETF,中证500ETF兴业,兴业中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,2020-06-30,2020-08-12,L,SH,兴业基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,470833.1000,62678.8880,15694.436666666667,1.3070,15535.0000,2041.3790,etf_basic,2026-06-03 21:44:08.972707+08
1340,561780.SH,博时中证1000增强ETF,1000增强ETF博时,博时中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,2023-11-02,2023-11-10,L,SH,博时基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,463098.0000,78779.9700,15436.600000000000,1.6620,31348.0000,5252.4670,etf_basic,2026-06-03 21:44:08.972707+08
1341,159617.SZ,华夏中证智选500价值稳健策略ETF,中证500价值ETF华夏,华夏中证智选500价值稳健策略交易型开放式指数证券投资基金,931587.CSI,中证智选500价值稳健策略指数,2022-06-09,2022-06-30,L,SZ,华夏基金,中国农业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,461020.3900,64532.3178,15367.346333333333,1.3720,14865.3100,2031.0157,etf_basic,2026-06-03 21:44:08.972707+08
1342,562010.SH,华宝中证绿色能源ETF,绿色能源ETF华宝,华宝中证绿色能源交易型开放式指数证券投资基金,931733.CSI,中证绿色能源指数,2022-12-16,2023-01-03,L,SH,华宝基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,460691.0000,49153.0570,15356.366666666667,1.0300,7209.0000,742.2530,etf_basic,2026-06-03 21:44:08.972707+08
