rank_by_30d_vol,ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type,matched_days,first_matched_trade_date,latest_matched_trade_date,vol_30d,amount_30d,avg_vol_30d,latest_close,latest_vol,latest_amount,api_name,fetched_at
1343,561680.SH,平安中证A500红利低波动ETF,A500红利低波ETF平安,平安中证A500红利低波动交易型开放式指数证券投资基金,932422.CSI,中证A500红利低波动指数,2025-08-27,2025-09-05,L,SH,平安基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,454899.0000,45393.2780,15163.300000000000,0.9850,6131.0000,601.6890,etf_basic,2026-06-03 21:44:08.972707+08
1344,561320.SH,国泰中证内地运输主题ETF,交运ETF国泰,国泰中证内地运输主题交易型开放式指数证券投资基金,000945.CSI,中证内地运输主题指数,2022-11-30,2022-12-08,L,SH,国泰基金,国信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,446715.8700,43135.6400,14890.529000000000,0.9300,10526.0000,979.9100,etf_basic,2026-06-03 21:44:08.972707+08
1345,516930.SH,生物科技ETF基金,生物科技ETF民生加银,民生加银中证生物科技主题交易型开放式指数证券投资基金,930743.CSI,中证生物科技主题指数,2021-08-05,2021-08-18,L,SH,民生加银基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,443097.0000,21294.1740,14769.900000000000,0.4380,5917.0000,259.1020,etf_basic,2026-06-03 21:44:08.972707+08
1346,512250.SH,招商中证A50ETF,A50ETF招商,招商中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,2025-04-03,2025-04-14,L,SH,招商基金,中国建设银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,440238.0000,56254.1330,14674.600000000000,1.2930,14760.0000,1923.7400,etf_basic,2026-06-03 21:44:08.972707+08
1347,562390.SH,中药,中药ETF银华,银华中证中药交易型开放式指数证券投资基金,930641.CSI,中证中药指数,2022-07-20,2022-07-28,L,SH,银华基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,433441.0000,38457.1550,14448.033333333333,0.8570,11213.0000,959.3860,etf_basic,2026-06-03 21:44:08.972707+08
1348,517100.SH,富国中证沪港深500ETF,沪港深500ETF富国,富国中证沪港深500交易型开放式指数证券投资基金,H30455.CSI,中证沪港深500指数,2021-02-09,2021-03-02,L,SH,富国基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,427593.0000,44974.8420,14253.100000000000,1.0550,2853.0000,302.2650,etf_basic,2026-06-03 21:44:08.972707+08
1349,159968.SZ,博时中证500ETF,中证500ETF博时,博时中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,2019-08-01,2019-10-31,L,SZ,博时基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,426344.7600,465456.7712,14211.492000000000,10.7960,13138.0000,14189.9505,etf_basic,2026-06-03 21:44:08.972707+08
1350,516260.SH,华夏中证物联网主题ETF,物联网ETF华夏,华夏中证物联网主题交易型开放式指数证券投资基金,930712.CSI,中证物联网主题指数,2021-07-22,2021-08-02,L,SH,华夏基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,421940.0000,63555.3200,14064.666666666667,1.5710,6699.0000,1053.4470,etf_basic,2026-06-03 21:44:08.972707+08
1351,560060.SH,汇添富中证上海环交所碳中和ETF,碳中和ETF汇添富,汇添富中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,2022-07-13,2022-07-21,L,SH,汇添富基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,417800.3700,44176.8400,13926.679000000000,1.0340,5122.0000,530.6160,etf_basic,2026-06-03 21:44:08.972707+08
1352,515090.SH,博时可持续发展100ETF,可持续发展ETF博时,博时中证可持续发展100交易型开放式指数证券投资基金,931268.CSI,中证可持续发展100指数,2020-01-19,2020-02-20,L,SH,博时基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,409258.0000,58156.7490,13641.933333333333,1.4300,36630.0000,5272.7810,etf_basic,2026-06-03 21:44:08.972707+08
1353,516530.SH,物流快递,物流ETF银华,银华中证现代物流交易型开放式指数证券投资基金,930716.CSI,中证现代物流指数,2022-01-04,2022-01-17,L,SH,银华基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,404227.0000,41659.4780,13474.233333333333,0.9860,17177.0000,1697.9410,etf_basic,2026-06-03 21:44:08.972707+08
1354,159936.SZ,广发中证全指可选消费ETF,可选消费ETF广发,广发中证全指可选消费交易型开放式指数证券投资基金,000989.SH,中证全指可选消费指数,2014-06-03,2014-06-25,L,SZ,广发基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,402079.0000,84064.2076,13402.633333333333,2.0320,12664.0000,2578.1330,etf_basic,2026-06-03 21:44:08.972707+08
1355,517000.SH,沪港深,沪港深500ETF银华,银华中证沪港深500交易型开放式指数证券投资基金,H30455.CSI,中证沪港深500指数,2021-02-04,2021-03-05,L,SH,银华基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,392770.0000,40803.8300,13092.333333333333,1.0440,14750.0000,1540.8480,etf_basic,2026-06-03 21:44:08.972707+08
1356,159836.SZ,天弘创业板300ETF,创业板300ETF天弘,天弘创业板300交易型开放式指数证券投资基金,399012.SZ,创业板300指数,2021-05-11,2021-05-25,L,SZ,天弘基金,国泰海通证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,387778.1300,55423.2451,12925.937666666667,1.4880,25337.0000,3802.1172,etf_basic,2026-06-03 21:44:08.972707+08
1357,159211.SZ,富国深证100ETF,深证100ETF富国,富国深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,2025-04-02,2025-04-14,L,SZ,富国基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,387624.0100,60627.4036,12920.800333333333,1.6320,14063.0000,2307.6698,etf_basic,2026-06-03 21:44:08.972707+08
1358,159935.SZ,景顺长城中证500ETF,中证500ETF景顺,景顺长城中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,2013-12-26,2014-01-21,L,SZ,景顺长城基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,387591.0000,102984.8240,12919.700000000000,2.6100,11104.0000,2919.0576,etf_basic,2026-06-03 21:44:08.972707+08
1359,159370.SZ,创50ETF工银,创50ETF工银,工银瑞信创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,2025-01-10,2025-01-20,L,SZ,工银瑞信基金,兴业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,383324.0000,80524.8554,12777.466666666667,2.2390,56956.0000,12806.5443,etf_basic,2026-06-03 21:44:08.972707+08
1360,159556.SZ,平安中证2000增强策略ETF,中证2000增强ETF平安,平安中证2000增强策略交易型开放式指数证券投资基金,932000.CSI,中证2000指数,2023-12-27,2024-01-10,L,SZ,平安基金,中国民生银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,381945.8800,51673.7727,12731.529333333333,1.2970,5649.0000,735.9871,etf_basic,2026-06-03 21:44:08.972707+08
1361,159391.SZ,博时国证大盘价值ETF,大盘价值ETF博时,博时国证大盘价值交易型开放式指数证券投资基金,399373.SZ,国证大盘价值指数,2025-04-03,2025-04-21,L,SZ,博时基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,377837.5100,40973.6820,12594.583666666667,1.0760,5742.0000,614.0402,etf_basic,2026-06-03 21:44:08.972707+08
1362,561510.SH,华泰柏瑞中证中药ETF,中药ETF华泰柏瑞,华泰柏瑞中证中药交易型开放式指数证券投资基金,930641.CSI,中证中药指数,2022-07-26,2022-08-04,L,SH,华泰柏瑞基金,中国农业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,375332.0000,35548.0130,12511.066666666667,0.9170,11881.0000,1085.0120,etf_basic,2026-06-03 21:44:08.972707+08
1363,517990.SH,招商中证沪港深500医药卫生ETF,沪港深医药ETF招商,招商中证沪港深500医药卫生交易型开放式指数证券投资基金,H30463.CSI,中证沪港深500医药卫生指数,2022-05-09,2022-05-19,L,SH,招商基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,371050.0000,31314.9720,12368.333333333333,0.7690,21748.0000,1680.0690,etf_basic,2026-06-03 21:44:08.972707+08
1364,159289.SZ,鹏华创业板综合ETF,创业板综指ETF鹏华,鹏华创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,2025-09-03,2025-09-15,L,SZ,鹏华基金,国金证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,368274.6400,45399.8964,12275.821333333333,1.2510,8118.0700,1021.2115,etf_basic,2026-06-03 21:44:08.972707+08
1365,159743.SZ,博时湖北新旧动能转换ETF,湖北ETF博时,博时中证湖北新旧动能转换交易型开放式指数证券投资基金,931393.CSI,中证湖北新旧动能转换指数,2021-12-29,2022-01-11,L,SZ,博时基金,交通银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,362669.0000,55979.6388,12088.966666666667,1.5560,18736.0000,2904.4180,etf_basic,2026-06-03 21:44:08.972707+08
1366,561920.SH,招商中证疫苗与生物技术ETF,疫苗ETF招商,招商中证疫苗与生物技术交易型开放式指数证券投资基金,931992.CSI,中证疫苗与生物技术指数,2023-03-15,2023-03-29,L,SH,招商基金,中国银河证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,362139.0000,25544.1870,12071.300000000000,0.6210,3875.0000,242.6450,etf_basic,2026-06-03 21:44:08.972707+08
1367,159240.SZ,天弘中证A500增强策略ETF,A500增强ETF天弘,天弘中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,2025-06-05,2025-06-17,L,SZ,天弘基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,361424.0500,49123.8848,12047.468333333333,1.3770,39675.0000,5482.4266,etf_basic,2026-06-03 21:44:08.972707+08
1368,516960.SH,国泰中证细分机械设备产业主题ETF,机械ETF国泰,国泰中证细分机械设备产业主题交易型开放式指数证券投资基金,000812.CSI,中证细分机械设备产业主题指数,2021-04-07,2021-05-07,L,SH,国泰基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,350207.0000,37730.6540,11673.566666666667,1.0340,7483.0000,777.3900,etf_basic,2026-06-03 21:44:08.972707+08
1369,510710.SH,博时上证50ETF,上证50ETF博时,博时上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,2015-05-27,2015-06-15,L,SH,博时基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,346218.0000,148284.1930,11540.600000000000,4.2500,5366.0000,2278.4670,etf_basic,2026-06-03 21:44:08.972707+08
1370,563630.SH,国联安中证A500增强ETF,A500增强ETF国联安,国联安中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,2025-06-19,2025-07-01,L,SH,国联安基金,招商证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,344987.0000,46104.5470,11499.566666666667,1.3530,18433.0000,2503.7500,etf_basic,2026-06-03 21:44:08.972707+08
1371,560550.SH,广发中证上海环交所碳中和ETF,碳中和ETF广发,广发中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,2022-07-11,2022-07-19,L,SH,广发基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,343200.0000,37617.7290,11440.000000000000,1.0670,7130.0000,762.8290,etf_basic,2026-06-03 21:44:08.972707+08
1372,515160.SH,招商MSCI中国A股国际通ETF,MSCI中国ETF招商,招商MSCI中国A股国际通交易型开放式指数证券投资基金,716567.MI,MSCI中国A股国际通(人民币)指数,2020-02-03,2020-03-02,L,SH,招商基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,330342.0000,55338.8080,11011.400000000000,1.6940,11222.0000,1905.9680,etf_basic,2026-06-03 21:44:08.972707+08
1373,159521.SZ,平安国证2000ETF,国证2000ETF平安,平安国证2000交易型开放式指数证券投资基金,399303.SZ,国证2000指数,2023-08-25,2023-09-07,L,SZ,平安基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,320691.0200,45063.7003,10689.700666666667,1.3690,29769.0000,4095.5226,etf_basic,2026-06-03 21:44:08.972707+08
1374,510390.SH,平安沪深300ETF,沪深300ETF平安,平安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,2017-12-25,2018-01-26,L,SH,平安基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,311738.4200,170949.8940,10391.280666666667,5.5640,9976.0000,5581.4360,etf_basic,2026-06-03 21:44:08.972707+08
1375,560650.SH,核心50ETF,核心50ETF民生加银,民生加银中证企业核心竞争力50交易型开放式指数证券投资基金,931526.CSI,中证企业核心竞争力50指数,2022-06-13,2022-06-27,L,SH,民生加银基金,交通银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,311611.9600,33500.1810,10387.065333333333,1.0990,12040.0000,1332.8130,etf_basic,2026-06-03 21:44:08.972707+08
1376,515530.SH,泰康500,中证500ETF泰康,泰康中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,2020-09-18,2020-11-09,L,SH,泰康基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,305593.0700,141771.2400,10186.4356666666666667,4.5570,7653.0000,3498.4530,etf_basic,2026-06-03 21:44:08.972707+08
1377,159970.SZ,深100ETF工银,深100ETF工银,工银瑞信深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,2019-12-19,2020-01-10,L,SZ,工银瑞信基金,上海浦东发展银行股份有限公司,0.450000,纯境内,30,2026-04-20,2026-06-03,298283.9000,33423.3505,9942.7966666666666667,1.1670,3933.2200,470.5990,etf_basic,2026-06-03 21:44:08.972707+08
1378,517850.SH,汇添富中证沪港深张江自主创新50ETF,张江ETF汇添富,汇添富中证沪港深张江自主创新50交易型开放式指数证券投资基金,931596.CSI,中证沪港深张江自主创新50指数,2022-04-28,2022-05-16,L,SH,汇添富基金,上海浦东发展银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,297209.0000,39895.1730,9906.9666666666666667,1.3400,9451.0000,1276.2150,etf_basic,2026-06-03 21:44:08.972707+08
1379,511850.SH,财富宝E,招商财富宝ETF,招商财富宝交易型货币市场基金E类,,,2016-06-30,2016-07-18,L,SH,招商基金,中国建设银行股份有限公司,0.300000,纯境内,30,2026-04-20,2026-06-03,296165.4300,2961732.3070,9872.1810000000000000,100.0020,5829.1200,58291.6120,etf_basic,2026-06-03 21:44:08.972707+08
1380,512130.SH,鹏华中证全指自由现金流ETF,全指现金流ETF鹏华,鹏华中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,2025-06-05,2025-07-01,L,SH,鹏华基金,国投证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,293251.0000,37516.5660,9775.0333333333333333,1.2180,601.0000,73.2030,etf_basic,2026-06-03 21:44:08.972707+08
1381,560300.SH,汇添富中证电信主题ETF,电信ETF汇添富,汇添富中证电信主题交易型开放式指数证券投资基金,931235.CSI,中证电信主题指数,2023-12-05,2023-12-18,L,SH,汇添富基金,交通银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,292562.0000,71707.2790,9752.0666666666666667,2.5510,18677.0000,4806.7360,etf_basic,2026-06-03 21:44:08.972707+08
1382,516330.SH,华泰柏瑞中证物联网主题ETF,物联网ETF华泰柏瑞,华泰柏瑞中证物联网主题交易型开放式指数证券投资基金,930712.CSI,中证物联网主题指数,2021-03-31,2021-04-09,L,SH,华泰柏瑞基金,上海浦东发展银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,283852.0000,48214.5070,9461.7333333333333333,1.8030,5822.0000,1055.2910,etf_basic,2026-06-03 21:44:08.972707+08
1383,510560.SH,国寿安保中证500ETF,中证500ETF国寿,国寿安保中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,2015-05-29,2015-07-03,L,SH,国寿安保基金,中国农业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,282255.5200,59020.3760,9408.5173333333333333,2.0510,8322.0000,1714.4010,etf_basic,2026-06-03 21:44:08.972707+08
1384,561370.SH,国泰中证2000ETF,中证2000ETF国泰,国泰中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,2023-09-13,2023-09-21,L,SH,国泰基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,279868.0000,44312.8500,9328.9333333333333333,1.5280,11240.0000,1715.6680,etf_basic,2026-06-03 21:44:08.972707+08
1385,562560.SH,华夏中证全指信息技术ETF,信息技术ETF华夏,华夏中证全指信息技术交易型开放式指数证券投资基金,000993.SH,中证全指信息技术指数,2024-03-27,2024-04-12,L,SH,华夏基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,275338.0000,64236.7220,9177.9333333333333333,2.4490,6343.0000,1565.6500,etf_basic,2026-06-03 21:44:08.972707+08
1386,159976.SZ,湾创ETF工银,湾创ETF工银,工银瑞信粤港澳大湾区创新100交易型开放式指数证券投资基金,980001.SZ,粤港澳大湾区创新100指数,2019-11-01,2020-01-17,L,SZ,工银瑞信基金,招商银行股份有限公司,0.250000,纯境内,30,2026-04-20,2026-06-03,268712.4500,36328.4207,8957.0816666666666667,1.3600,11320.3200,1546.7428,etf_basic,2026-06-03 21:44:08.972707+08
1387,560130.SH,鹏华中证全指食品ETF,食品ETF鹏华,鹏华中证全指食品交易型开放式指数证券投资基金,H30192.CSI,中证全指食品指数,2025-12-30,2026-01-13,L,SH,鹏华基金,苏州银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,266754.0000,25885.6470,8891.8000000000000000,0.9020,6041.0000,545.1050,etf_basic,2026-06-03 21:44:08.972707+08
