ts_code,extra_row_count,extra_date_count,first_extra_date,last_extra_date,extra_dates,core_name,core_fullname,core_market,core_publisher,core_index_type,core_category,core_base_date,core_base_point,core_list_date,core_weight_rule,core_desc,core_exp_date,core_created_at,core_updated_at,raw_name,raw_fullname,raw_market,raw_publisher,raw_index_type,raw_category,raw_base_date,raw_base_point,raw_list_date,raw_weight_rule,raw_desc,raw_exp_date,raw_api_name,raw_fetched_at
483025.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通金融R,国证深港通金融行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通金融R,国证深港通金融行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483026.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通金融R(港币),国证深港通金融行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通金融R(港币),国证深港通金融行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483027.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通信息技术R,国证深港通信息技术行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通信息技术R,国证深港通信息技术行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483028.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通信息技术R(港币),国证深港通信息技术行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通信息技术R(港币),国证深港通信息技术行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483029.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通电信业务R,国证深港通电信业务行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通电信业务R,国证深港通电信业务行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483030.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通电信业务R(港币),国证深港通电信业务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通电信业务R(港币),国证深港通电信业务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483031.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通公用事业R,国证深港通公用事业行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通公用事业R,国证深港通公用事业行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483032.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通公用事业R(港币),国证深港通公用事业行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通公用事业R(港币),国证深港通公用事业行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483033.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通通信服务R,国证深港通通信设备及技术服务行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通通信服务R,国证深港通通信设备及技术服务行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483034.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通通信服务R(港币),国证深港通通信设备及技术服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通通信服务R(港币),国证深港通通信设备及技术服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483035.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通医疗R,国证深港通医疗保健设备与服务行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通医疗R,国证深港通医疗保健设备与服务行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483036.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通医疗R(港币),国证深港通医疗保健设备与服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通医疗R(港币),国证深港通医疗保健设备与服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483037.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通食品零售R,国证深港通食品与主要用品零售行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通食品零售R,国证深港通食品与主要用品零售行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483038.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通食品零售R(港币),国证深港通食品与主要用品零售行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通食品零售R(港币),国证深港通食品与主要用品零售行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483039.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通汽车R,国证深港通汽车与汽车零配件行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通汽车R,国证深港通汽车与汽车零配件行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483040.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通汽车R(港币),国证深港通汽车与汽车零配件行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通汽车R(港币),国证深港通汽车与汽车零配件行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483041.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通服装纺织R,国证深港通纺织服装与奢侈品行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通服装纺织R,国证深港通纺织服装与奢侈品行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
